id;nome;siglaPartido;siglaUf;urlFoto
204379;Acácio Favacho;MDB;AP;https://www.camara.leg.br/internet/deputado/bandep/204379.jpg
220714;Adail Filho;MDB;AM;https://www.camara.leg.br/internet/deputado/bandep/220714.jpg
221328;Adilson Barroso;PL;SP;https://www.camara.leg.br/internet/deputado/bandep/221328.jpg
204560;Adolfo Viana;PSDB;BA;https://www.camara.leg.br/internet/deputado/bandep/204560.jpg
204528;Adriana Ventura;NOVO;SP;https://www.camara.leg.br/internet/deputado/bandep/204528.jpg
121948;Adriano do Baldy;PP;GO;https://www.camara.leg.br/internet/deputado/bandep/121948.jpg
74646;Aécio Neves;PSDB;MG;https://www.camara.leg.br/internet/deputado/bandep/74646.jpg
160508;Afonso Florence;PT;BA;https://www.camara.leg.br/internet/deputado/bandep/160508.jpg
136811;Afonso Hamm;PP;RS;https://www.camara.leg.br/internet/deputado/bandep/136811.jpg
178835;Afonso Motta;PDT;RS;https://www.camara.leg.br/internet/deputado/bandep/178835.jpg
160527;Aguinaldo Ribeiro;PP;PB;https://www.camara.leg.br/internet/deputado/bandep/160527.jpg
204495;Airton Faleiro;PT;PA;https://www.camara.leg.br/internet/deputado/bandep/204495.jpg
204549;AJ Albuquerque;PP;CE;https://www.camara.leg.br/internet/deputado/bandep/204549.jpg
73579;Alberto Fraga;PL;DF;https://www.camara.leg.br/internet/deputado/bandep/73579.jpg
220538;Albuquerque;REPUBLICANOS;RR;https://www.camara.leg.br/internet/deputado/bandep/220538.jpg
160559;Alceu Moreira;MDB;RS;https://www.camara.leg.br/internet/deputado/bandep/160559.jpg
204501;Alencar Santana;PT;SP;https://www.camara.leg.br/internet/deputado/bandep/204501.jpg
178972;Alex Manente;CIDADANIA;SP;https://www.camara.leg.br/internet/deputado/bandep/178972.jpg
220542;Alexandre Guimarães;MDB;TO;https://www.camara.leg.br/internet/deputado/bandep/220542.jpg
160545;Alexandre Leite;UNIÃO;SP;https://www.camara.leg.br/internet/deputado/bandep/160545.jpg
220554;Alexandre Lindenmeyer;PT;RS;https://www.camara.leg.br/internet/deputado/bandep/220554.jpg
221148;Alfredinho;PT;SP;https://www.camara.leg.br/internet/deputado/bandep/221148.jpg
220576;Alfredo Gaspar;PL;AL;https://www.camara.leg.br/internet/deputado/bandep/220576.jpg
74057;Alice Portugal;PCdoB;BA;https://www.camara.leg.br/internet/deputado/bandep/74057.jpg
178927;Aliel Machado;PV;PR;https://www.camara.leg.br/internet/deputado/bandep/178927.jpg
204353;Aline Gurgel;UNIÃO;AP;https://www.camara.leg.br/internet/deputado/bandep/204353.jpg
178937;Altineu Côrtes;PL;RJ;https://www.camara.leg.br/internet/deputado/bandep/178937.jpg
178881;Aluisio Mendes;REPUBLICANOS;MA;https://www.camara.leg.br/internet/deputado/bandep/178881.jpg
220707;Amanda Gentil;PP;MA;https://www.camara.leg.br/internet/deputado/bandep/220707.jpg
204356;Amaro Neto;PP;ES;https://www.camara.leg.br/internet/deputado/bandep/204356.jpg
220715;Amom Mandel;REPUBLICANOS;AM;https://www.camara.leg.br/internet/deputado/bandep/220715.jpg
107970;Ana Paula Leão;PP;MG;https://www.camara.leg.br/internet/deputado/bandep/107970.jpg
220556;Ana Paula Lima;PT;SC;https://www.camara.leg.br/internet/deputado/bandep/220556.jpg
220632;Ana Pimentel;PT;MG;https://www.camara.leg.br/internet/deputado/bandep/220632.jpg
178831;André Abdon;PP;AP;https://www.camara.leg.br/internet/deputado/bandep/178831.jpg
220657;André Fernandes;PL;CE;https://www.camara.leg.br/internet/deputado/bandep/220657.jpg
204423;André Ferreira;PL;PE;https://www.camara.leg.br/internet/deputado/bandep/204423.jpg
133439;André Figueiredo;PDT;CE;https://www.camara.leg.br/internet/deputado/bandep/133439.jpg
178882;André Fufuca;PP;MA;https://www.camara.leg.br/internet/deputado/bandep/178882.jpg
204515;André Janones;REDE;MG;https://www.camara.leg.br/internet/deputado/bandep/204515.jpg
220676;Andreia Siqueira;PSB;PA;https://www.camara.leg.br/internet/deputado/bandep/220676.jpg
123756;Antônia Lúcia;MDB;AC;https://www.camara.leg.br/internet/deputado/bandep/123756.jpg
220544;Antonio Andrade;PSDB;TO;https://www.camara.leg.br/internet/deputado/bandep/220544.jpg
160553;Antonio Brito;PSD;BA;https://www.camara.leg.br/internet/deputado/bandep/160553.jpg
220638;Antonio Carlos Rodrigues;PODE;SP;https://www.camara.leg.br/internet/deputado/bandep/220638.jpg
220675;Antônio Doido;MDB;PA;https://www.camara.leg.br/internet/deputado/bandep/220675.jpg
220549;Any Ortiz;PP;RS;https://www.camara.leg.br/internet/deputado/bandep/220549.jpg
73433;Arlindo Chinaglia;PT;SP;https://www.camara.leg.br/internet/deputado/bandep/73433.jpg
141391;Arnaldo Jardim;CIDADANIA;SP;https://www.camara.leg.br/internet/deputado/bandep/141391.jpg
160541;Arthur Lira;PP;AL;https://www.camara.leg.br/internet/deputado/bandep/160541.jpg
160600;Arthur Oliveira Maia;UNIÃO;BA;https://www.camara.leg.br/internet/deputado/bandep/160600.jpg
74090;Átila Lins;PSD;AM;https://www.camara.leg.br/internet/deputado/bandep/74090.jpg
123086;Átila Lira;PP;PI;https://www.camara.leg.br/internet/deputado/bandep/123086.jpg
160665;Augusto Coutinho;REPUBLICANOS;PE;https://www.camara.leg.br/internet/deputado/bandep/160665.jpg
160512;Aureo Ribeiro;SOLIDARIEDADE;RJ;https://www.camara.leg.br/internet/deputado/bandep/160512.jpg
69871;Bacelar;PV;BA;https://www.camara.leg.br/internet/deputado/bandep/69871.jpg
178975;Baleia Rossi;MDB;SP;https://www.camara.leg.br/internet/deputado/bandep/178975.jpg
220605;Bandeira de Mello;PV;RJ;https://www.camara.leg.br/internet/deputado/bandep/220605.jpg
220612;Bebeto;PP;RJ;https://www.camara.leg.br/internet/deputado/bandep/220612.jpg
73701;Benedita da Silva;PT;RJ;https://www.camara.leg.br/internet/deputado/bandep/73701.jpg
109429;Benes Leocádio;UNIÃO;RN;https://www.camara.leg.br/internet/deputado/bandep/109429.jpg
204358;Beto Pereira;REPUBLICANOS;MS;https://www.camara.leg.br/internet/deputado/bandep/204358.jpg
220698;Beto Preto;PSD;PR;https://www.camara.leg.br/internet/deputado/bandep/220698.jpg
220683;Beto Richa;PSDB;PR;https://www.camara.leg.br/internet/deputado/bandep/220683.jpg
204374;Bia Kicis;PL;DF;https://www.camara.leg.br/internet/deputado/bandep/204374.jpg
204388;Bibo Nunes;PL;RS;https://www.camara.leg.br/internet/deputado/bandep/204388.jpg
160538;Bohn Gass;PT;RS;https://www.camara.leg.br/internet/deputado/bandep/160538.jpg
210989;Bruno Farias;REPUBLICANOS;MG;https://www.camara.leg.br/internet/deputado/bandep/210989.jpg
220635;Bruno Ganem;PODE;SP;https://www.camara.leg.br/internet/deputado/bandep/220635.jpg
220574;Cabo Gilberto Silva;PL;PB;https://www.camara.leg.br/internet/deputado/bandep/220574.jpg
220548;Camila Jara;PT;MS;https://www.camara.leg.br/internet/deputado/bandep/220548.jpg
204572;Capitão Alberto Neto;PL;AM;https://www.camara.leg.br/internet/deputado/bandep/204572.jpg
220690;Capitão Alden;PL;BA;https://www.camara.leg.br/internet/deputado/bandep/220690.jpg
178829;Capitão Augusto;PL;SP;https://www.camara.leg.br/internet/deputado/bandep/178829.jpg
213762;Carla Dickson;PL;RN;https://www.camara.leg.br/internet/deputado/bandep/213762.jpg
204361;Carlos Chiodini;MDB;SC;https://www.camara.leg.br/internet/deputado/bandep/204361.jpg
178962;Carlos Gomes;REPUBLICANOS;RS;https://www.camara.leg.br/internet/deputado/bandep/178962.jpg
178993;Carlos Henrique Gaguim;UNIÃO;TO;https://www.camara.leg.br/internet/deputado/bandep/178993.jpg
204460;Carlos Jordy;PL;RJ;https://www.camara.leg.br/internet/deputado/bandep/204460.jpg
74262;Carlos Sampaio;PSD;SP;https://www.camara.leg.br/internet/deputado/bandep/74262.jpg
204426;Carlos Veras;PT;PE;https://www.camara.leg.br/internet/deputado/bandep/204426.jpg
141398;Carlos Zarattini;PT;SP;https://www.camara.leg.br/internet/deputado/bandep/141398.jpg
220704;Carol Dartora;PT;PR;https://www.camara.leg.br/internet/deputado/bandep/220704.jpg
204369;Caroline de Toni;PL;SC;https://www.camara.leg.br/internet/deputado/bandep/204369.jpg
220699;Castro Neto;MDB;PI;https://www.camara.leg.br/internet/deputado/bandep/220699.jpg
206018;Célia Xakriabá;PSOL;MG;https://www.camara.leg.br/internet/deputado/bandep/206018.jpg
178876;Célio Silveira;MDB;GO;https://www.camara.leg.br/internet/deputado/bandep/178876.jpg
204488;Célio Studart;PSD;CE;https://www.camara.leg.br/internet/deputado/bandep/204488.jpg
73441;Celso Russomanno;REPUBLICANOS;SP;https://www.camara.leg.br/internet/deputado/bandep/73441.jpg
204496;Celso Sabino;PDT;PA;https://www.camara.leg.br/internet/deputado/bandep/204496.jpg
204504;Cezinha de Madureira;PL;SP;https://www.camara.leg.br/internet/deputado/bandep/204504.jpg
205476;Charles Fernandes;PSD;BA;https://www.camara.leg.br/internet/deputado/bandep/205476.jpg
74171;Chico Alencar;PSOL;RJ;https://www.camara.leg.br/internet/deputado/bandep/74171.jpg
204462;Chris Tonietto;PL;RJ;https://www.camara.leg.br/internet/deputado/bandep/204462.jpg
220665;Clarissa Tércio;PP;PE;https://www.camara.leg.br/internet/deputado/bandep/220665.jpg
74537;Claudio Cajado;PP;BA;https://www.camara.leg.br/internet/deputado/bandep/74537.jpg
141408;Cleber Verde;MDB;MA;https://www.camara.leg.br/internet/deputado/bandep/141408.jpg
88256;Clodoaldo Magalhães;PV;PE;https://www.camara.leg.br/internet/deputado/bandep/88256.jpg
98148;Cobalchini;MDB;SC;https://www.camara.leg.br/internet/deputado/bandep/98148.jpg
220594;Coronel Assis;PL;MT;https://www.camara.leg.br/internet/deputado/bandep/220594.jpg
204378;Coronel Chrisóstomo;PL;RO;https://www.camara.leg.br/internet/deputado/bandep/204378.jpg
220595;Coronel Fernanda;PL;MT;https://www.camara.leg.br/internet/deputado/bandep/220595.jpg
220666;Coronel Meira;PL;PE;https://www.camara.leg.br/internet/deputado/bandep/220666.jpg
220590;Coronel Ulysses;UNIÃO;AC;https://www.camara.leg.br/internet/deputado/bandep/220590.jpg
220608;Cristiane Lopes;PODE;RO;https://www.camara.leg.br/internet/deputado/bandep/220608.jpg
204355;Da Vitoria;PP;ES;https://www.camara.leg.br/internet/deputado/bandep/204355.jpg
141411;Dagoberto Nogueira;PP;MS;https://www.camara.leg.br/internet/deputado/bandep/141411.jpg
220555;Daiana Santos;PCdoB;RS;https://www.camara.leg.br/internet/deputado/bandep/220555.jpg
220692;Dal Barreto;UNIÃO;BA;https://www.camara.leg.br/internet/deputado/bandep/220692.jpg
74467;Damião Feliciano;UNIÃO;PB;https://www.camara.leg.br/internet/deputado/bandep/74467.jpg
220629;Dandara;PT;MG;https://www.camara.leg.br/internet/deputado/bandep/220629.jpg
220603;Dani Cunha;PL;RJ;https://www.camara.leg.br/internet/deputado/bandep/220603.jpg
220571;Daniel Agrobom;PSD;GO;https://www.camara.leg.br/internet/deputado/bandep/220571.jpg
74060;Daniel Almeida;PCdoB;BA;https://www.camara.leg.br/internet/deputado/bandep/74060.jpg
220582;Daniel Barbosa;PP;AL;https://www.camara.leg.br/internet/deputado/bandep/220582.jpg
204367;Daniel Freitas;PL;SC;https://www.camara.leg.br/internet/deputado/bandep/204367.jpg
204409;Daniel Trzeciak;PSDB;RS;https://www.camara.leg.br/internet/deputado/bandep/204409.jpg
204459;Daniela do Waguinho;REPUBLICANOS;RJ;https://www.camara.leg.br/internet/deputado/bandep/204459.jpg
220557;Daniela Reinehr;PL;SC;https://www.camara.leg.br/internet/deputado/bandep/220557.jpg
62881;Danilo Forte;PP;CE;https://www.camara.leg.br/internet/deputado/bandep/62881.jpg
160552;Danrlei de Deus Hinterholz;PSD;RS;https://www.camara.leg.br/internet/deputado/bandep/160552.jpg
204511;David Soares;PODE;SP;https://www.camara.leg.br/internet/deputado/bandep/204511.jpg
220659;Dayany Bittencourt;UNIÃO;CE;https://www.camara.leg.br/internet/deputado/bandep/220659.jpg
220539;Defensor Stélio Dener;UNIÃO;RR;https://www.camara.leg.br/internet/deputado/bandep/220539.jpg
220565;Delegada Adriana Accorsi;PT;GO;https://www.camara.leg.br/internet/deputado/bandep/220565.jpg
220625;Delegada Ione;PL;MG;https://www.camara.leg.br/internet/deputado/bandep/220625.jpg
220561;Delegada Katarina;PSD;SE;https://www.camara.leg.br/internet/deputado/bandep/220561.jpg
220642;Delegado Bruno Lima;PODE;SP;https://www.camara.leg.br/internet/deputado/bandep/220642.jpg
220673;Delegado Caveira;PL;PA;https://www.camara.leg.br/internet/deputado/bandep/220673.jpg
220649;Delegado da Cunha;UNIÃO;SP;https://www.camara.leg.br/internet/deputado/bandep/220649.jpg
178908;Delegado Éder Mauro;PL;PA;https://www.camara.leg.br/internet/deputado/bandep/178908.jpg
220583;Delegado Fabio Costa;PP;AL;https://www.camara.leg.br/internet/deputado/bandep/220583.jpg
204512;Delegado Marcelo Freitas;UNIÃO;MG;https://www.camara.leg.br/internet/deputado/bandep/204512.jpg
220701;Delegado Matheus Laiola;UNIÃO;PR;https://www.camara.leg.br/internet/deputado/bandep/220701.jpg
220652;Delegado Palumbo;PODE;SP;https://www.camara.leg.br/internet/deputado/bandep/220652.jpg
220654;Delegado Paulo Bilynskyj;PL;SP;https://www.camara.leg.br/internet/deputado/bandep/220654.jpg
220553;Denise Pessôa;PT;RS;https://www.camara.leg.br/internet/deputado/bandep/220553.jpg
220689;Detinha;PL;MA;https://www.camara.leg.br/internet/deputado/bandep/220689.jpg
160588;Diego Andrade;PSD;MG;https://www.camara.leg.br/internet/deputado/bandep/160588.jpg
220691;Diego Coronel;REPUBLICANOS;BA;https://www.camara.leg.br/internet/deputado/bandep/220691.jpg
178929;Diego Garcia;UNIÃO;PR;https://www.camara.leg.br/internet/deputado/bandep/178929.jpg
73768;Dilceu Sperafico;PP;PR;https://www.camara.leg.br/internet/deputado/bandep/73768.jpg
220671;Dilvanda Faro;PT;PA;https://www.camara.leg.br/internet/deputado/bandep/220671.jpg
160599;Dimas Fabiano;PP;MG;https://www.camara.leg.br/internet/deputado/bandep/160599.jpg
220602;Dimas Gadelha;PT;RJ;https://www.camara.leg.br/internet/deputado/bandep/220602.jpg
143632;Domingos Neto;PSD;CE;https://www.camara.leg.br/internet/deputado/bandep/143632.jpg
160758;Domingos Sávio;PL;MG;https://www.camara.leg.br/internet/deputado/bandep/160758.jpg
220573;Dorinaldo Malafaia;PDT;AP;https://www.camara.leg.br/internet/deputado/bandep/220573.jpg
204450;Doutor Luizinho;PP;RJ;https://www.camara.leg.br/internet/deputado/bandep/204450.jpg
227991;Dr Flávio;PL;RJ;https://www.camara.leg.br/internet/deputado/bandep/227991.jpg
220614;Dr. Daniel Soranz;PSD;RJ;https://www.camara.leg.br/internet/deputado/bandep/220614.jpg
220610;Dr. Fernando Máximo;PL;RO;https://www.camara.leg.br/internet/deputado/bandep/220610.jpg
220688;Dr. Francisco;PT;PI;https://www.camara.leg.br/internet/deputado/bandep/220688.jpg
204518;Dr. Frederico;PL;MG;https://www.camara.leg.br/internet/deputado/bandep/204518.jpg
220570;Dr. Ismael Alexandrino;PSD;GO;https://www.camara.leg.br/internet/deputado/bandep/220570.jpg
204481;Dr. Jaziel;PL;CE;https://www.camara.leg.br/internet/deputado/bandep/204481.jpg
204351;Dr. Luiz Ovando;PP;MS;https://www.camara.leg.br/internet/deputado/bandep/204351.jpg
220528;Dr. Victor Linhalis;PSB;ES;https://www.camara.leg.br/internet/deputado/bandep/220528.jpg
204412;Dr. Zacharias Calil;MDB;GO;https://www.camara.leg.br/internet/deputado/bandep/204412.jpg
220674;Dra. Alessandra Haber;PODE;PA;https://www.camara.leg.br/internet/deputado/bandep/220674.jpg
220686;Duarte Jr.;AVANTE;MA;https://www.camara.leg.br/internet/deputado/bandep/220686.jpg
220540;Duda Ramos;PODE;RR;https://www.camara.leg.br/internet/deputado/bandep/220540.jpg
220623;Duda Salabert;PSOL;MG;https://www.camara.leg.br/internet/deputado/bandep/220623.jpg
204541;Eduardo Bismarck;PV;CE;https://www.camara.leg.br/internet/deputado/bandep/204541.jpg
141421;Eduardo da Fonte;PP;PE;https://www.camara.leg.br/internet/deputado/bandep/141421.jpg
220589;Eduardo Velloso;SOLIDARIEDADE;AC;https://www.camara.leg.br/internet/deputado/bandep/220589.jpg
74075;Elcione Barbalho;MDB;PA;https://www.camara.leg.br/internet/deputado/bandep/74075.jpg
204364;Eli Borges;REPUBLICANOS;TO;https://www.camara.leg.br/internet/deputado/bandep/204364.jpg
178854;Elmar Nascimento;UNIÃO;BA;https://www.camara.leg.br/internet/deputado/bandep/178854.jpg
198783;Emanuel Pinheiro Neto;PSD;MT;https://www.camara.leg.br/internet/deputado/bandep/198783.jpg
161550;Emidinho Madeira;PL;MG;https://www.camara.leg.br/internet/deputado/bandep/161550.jpg
230765;Enfermeira Rejane;PCdoB;RJ;https://www.camara.leg.br/internet/deputado/bandep/230765.jpg
220663;Eriberto Medeiros;PSB;PE;https://www.camara.leg.br/internet/deputado/bandep/220663.jpg
220645;Erika Hilton;PSOL;SP;https://www.camara.leg.br/internet/deputado/bandep/220645.jpg
160575;Erika Kokay;PT;DF;https://www.camara.leg.br/internet/deputado/bandep/160575.jpg
160640;Eros Biondini;PL;MG;https://www.camara.leg.br/internet/deputado/bandep/160640.jpg
74454;Eunício Oliveira;MDB;CE;https://www.camara.leg.br/internet/deputado/bandep/74454.jpg
178871;Evair Vieira de Melo;REPUBLICANOS;ES;https://www.camara.leg.br/internet/deputado/bandep/178871.jpg
178905;Fabio Garcia;UNIÃO;MT;https://www.camara.leg.br/internet/deputado/bandep/178905.jpg
220681;Fábio Macedo;PODE;MA;https://www.camara.leg.br/internet/deputado/bandep/220681.jpg
171623;Fabio Reis;PSD;SE;https://www.camara.leg.br/internet/deputado/bandep/171623.jpg
204368;Fabio Schiochet;UNIÃO;SC;https://www.camara.leg.br/internet/deputado/bandep/204368.jpg
220653;Fábio Teruel;MDB;SP;https://www.camara.leg.br/internet/deputado/bandep/220653.jpg
220712;Fausto Jr.;UNIÃO;AM;https://www.camara.leg.br/internet/deputado/bandep/220712.jpg
66828;Fausto Pinato;UNIÃO;SP;https://www.camara.leg.br/internet/deputado/bandep/66828.jpg
220646;Felipe Becari;PODE;SP;https://www.camara.leg.br/internet/deputado/bandep/220646.jpg
72442;Felipe Carreras;PSB;PE;https://www.camara.leg.br/internet/deputado/bandep/72442.jpg
204398;Felipe Francischini;PODE;PR;https://www.camara.leg.br/internet/deputado/bandep/204398.jpg
160666;Félix Mendonça Júnior;PDT;BA;https://www.camara.leg.br/internet/deputado/bandep/160666.jpg
204407;Fernanda Melchionna;PSOL;RS;https://www.camara.leg.br/internet/deputado/bandep/204407.jpg
220656;Fernanda Pessoa;PSD;CE;https://www.camara.leg.br/internet/deputado/bandep/220656.jpg
141431;Fernando Coelho Filho;UNIÃO;PE;https://www.camara.leg.br/internet/deputado/bandep/141431.jpg
204445;Fernando Mineiro;PT;RN;https://www.camara.leg.br/internet/deputado/bandep/204445.jpg
92699;Fernando Monteiro;PSD;PE;https://www.camara.leg.br/internet/deputado/bandep/92699.jpg
204427;Fernando Rodolfo;PRD;PE;https://www.camara.leg.br/internet/deputado/bandep/204427.jpg
204411;Filipe Barros;PL;PR;https://www.camara.leg.br/internet/deputado/bandep/204411.jpg
220545;Filipe Martins;PL;TO;https://www.camara.leg.br/internet/deputado/bandep/220545.jpg
160598;Flávia Morais;MDB;GO;https://www.camara.leg.br/internet/deputado/bandep/160598.jpg
191923;Flávio Nogueira;PT;PI;https://www.camara.leg.br/internet/deputado/bandep/191923.jpg
220700;Florentino Neto;PT;PI;https://www.camara.leg.br/internet/deputado/bandep/220700.jpg
220551;Franciane Bayer;REPUBLICANOS;RS;https://www.camara.leg.br/internet/deputado/bandep/220551.jpg
204494;Fred Costa;PRD;MG;https://www.camara.leg.br/internet/deputado/bandep/204494.jpg
220534;Fred Linhares;REPUBLICANOS;DF;https://www.camara.leg.br/internet/deputado/bandep/220534.jpg
224117;Gabriel Mota;UNIÃO;RR;https://www.camara.leg.br/internet/deputado/bandep/224117.jpg
220708;Gabriel Nunes;PSD;BA;https://www.camara.leg.br/internet/deputado/bandep/220708.jpg
204473;General Girão;PL;RN;https://www.camara.leg.br/internet/deputado/bandep/204473.jpg
220611;General Pazuello;PL;RJ;https://www.camara.leg.br/internet/deputado/bandep/220611.jpg
178966;Geovania de Sá;REPUBLICANOS;SC;https://www.camara.leg.br/internet/deputado/bandep/178966.jpg
220702;Geraldo Mendes;UNIÃO;PR;https://www.camara.leg.br/internet/deputado/bandep/220702.jpg
74374;Geraldo Resende;UNIÃO;MS;https://www.camara.leg.br/internet/deputado/bandep/74374.jpg
204394;Gervásio Maia;PCdoB;PB;https://www.camara.leg.br/internet/deputado/bandep/204394.jpg
204491;Gilberto Abramo;REPUBLICANOS;MG;https://www.camara.leg.br/internet/deputado/bandep/204491.jpg
74270;Gilberto Nascimento;PODE;SP;https://www.camara.leg.br/internet/deputado/bandep/74270.jpg
220529;Gilson Daniel;PODE;ES;https://www.camara.leg.br/internet/deputado/bandep/220529.jpg
204365;Gilson Marques;NOVO;SC;https://www.camara.leg.br/internet/deputado/bandep/204365.jpg
220526;Gilvan da Federal;PL;ES;https://www.camara.leg.br/internet/deputado/bandep/220526.jpg
160673;Giovani Cherini;PL;RS;https://www.camara.leg.br/internet/deputado/bandep/160673.jpg
152605;Glauber Braga;PSOL;RJ;https://www.camara.leg.br/internet/deputado/bandep/152605.jpg
204419;Glaustin da Fokus;PODE;GO;https://www.camara.leg.br/internet/deputado/bandep/204419.jpg
236284;Glaycon Franco;PSDB;MG;https://www.camara.leg.br/internet/deputado/bandep/236284.jpg
107283;Gleisi Hoffmann;PT;PR;https://www.camara.leg.br/internet/deputado/bandep/107283.jpg
198197;Greyce Elias;PL;MG;https://www.camara.leg.br/internet/deputado/bandep/198197.jpg
204531;Guilherme Derrite;PP;SP;https://www.camara.leg.br/internet/deputado/bandep/204531.jpg
220664;Guilherme Uchoa;PSD;PE;https://www.camara.leg.br/internet/deputado/bandep/220664.jpg
220568;Gustavo Gayer;PL;GO;https://www.camara.leg.br/internet/deputado/bandep/220568.jpg
204408;Gustinho Ribeiro;PP;SE;https://www.camara.leg.br/internet/deputado/bandep/204408.jpg
204456;Gutemberg Reis;MDB;RJ;https://www.camara.leg.br/internet/deputado/bandep/204456.jpg
178964;Heitor Schuch;PSD;RS;https://www.camara.leg.br/internet/deputado/bandep/178964.jpg
178873;Helder Salomão;PT;ES;https://www.camara.leg.br/internet/deputado/bandep/178873.jpg
220537;Helena Lima;PSD;RR;https://www.camara.leg.br/internet/deputado/bandep/220537.jpg
204444;Helio Lopes;PL;RJ;https://www.camara.leg.br/internet/deputado/bandep/204444.jpg
220672;Henderson Pinto;UNIÃO;PA;https://www.camara.leg.br/internet/deputado/bandep/220672.jpg
204539;Hercílio Coelho Diniz;MDB;MG;https://www.camara.leg.br/internet/deputado/bandep/204539.jpg
178884;Hildo Rocha;MDB;MA;https://www.camara.leg.br/internet/deputado/bandep/178884.jpg
141450;Hugo Leal;PSD;RJ;https://www.camara.leg.br/internet/deputado/bandep/141450.jpg
160674;Hugo Motta;REPUBLICANOS;PB;https://www.camara.leg.br/internet/deputado/bandep/160674.jpg
220563;Icaro de Valmir;REPUBLICANOS;SE;https://www.camara.leg.br/internet/deputado/bandep/220563.jpg
204533;Idilvan Alencar;PSB;CE;https://www.camara.leg.br/internet/deputado/bandep/204533.jpg
204508;Igor Timo;UNIÃO;MG;https://www.camara.leg.br/internet/deputado/bandep/204508.jpg
235620;Ilacir Bicalho;REPUBLICANOS;MG;https://www.camara.leg.br/internet/deputado/bandep/235620.jpg
74295;Inácio Arruda;PCdoB;CE;https://www.camara.leg.br/internet/deputado/bandep/74295.jpg
98615;Ismael;PL;SC;https://www.camara.leg.br/internet/deputado/bandep/98615.jpg
204436;Isnaldo Bulhões Jr.;MDB;AL;https://www.camara.leg.br/internet/deputado/bandep/204436.jpg
225846;Itamar Paim;PL;PR;https://www.camara.leg.br/internet/deputado/bandep/225846.jpg
220696;Ivoneide Caetano;PT;BA;https://www.camara.leg.br/internet/deputado/bandep/220696.jpg
220670;Iza Arruda;MDB;PE;https://www.camara.leg.br/internet/deputado/bandep/220670.jpg
220527;Jack Rocha;PT;ES;https://www.camara.leg.br/internet/deputado/bandep/220527.jpg
220697;Jadyel Alencar;REPUBLICANOS;PI;https://www.camara.leg.br/internet/deputado/bandep/220697.jpg
74848;Jandira Feghali;PCdoB;RJ;https://www.camara.leg.br/internet/deputado/bandep/74848.jpg
220567;Jeferson Rodrigues;PSDB;GO;https://www.camara.leg.br/internet/deputado/bandep/220567.jpg
74273;Jefferson Campos;PL;SP;https://www.camara.leg.br/internet/deputado/bandep/74273.jpg
141456;Jilmar Tatto;PT;SP;https://www.camara.leg.br/internet/deputado/bandep/141456.jpg
235869;João Carlos;REPUBLICANOS;AM;https://www.camara.leg.br/internet/deputado/bandep/235869.jpg
141458;João Carlos Bacelar;PL;BA;https://www.camara.leg.br/internet/deputado/bandep/141458.jpg
230957;João Cury;MDB;SP;https://www.camara.leg.br/internet/deputado/bandep/230957.jpg
